price,parking,area,stories,bathrooms,bedrooms,KPI_Area_per_Furnishing,KPI_AirConditioning_Area_Ratio,KPI_Area_per_SemiFurnished,KPI_Bathrooms_per_Furnishing,KPI_Area_per_Guestroom,KPI_Bedrooms_per_Guestroom
6639004,0,5334,2,1,2,inf,0,inf,inf,inf,inf
3689982,0,3202,1,1,3,inf,0,inf,inf,inf,inf
5010313,1,4818,1,1,2,inf,0,inf,inf,inf,inf
7754693,0,8178,1,1,3,inf,0,inf,inf,inf,inf
5077235,0,4526,2,1,3,inf,0,inf,inf,inf,inf
4674064,0,6360,1,1,2,inf,0,inf,inf,inf,inf
2233026,0,3020,1,1,2,inf,0,inf,inf,inf,inf
2853774,0,5270,1,0,3,inf,0,inf,,inf,inf
3774322,0,4623,1,0,3,inf,0,inf,,inf,inf
5533369,1,5690,0,1,3,inf,5690,inf,inf,inf,inf
4028477,1,8082,1,1,2,inf,0,inf,inf,inf,inf
5211497,1,6959,1,0,2,inf,0,inf,,inf,inf
4941075,1,6818,1,1,3,inf,0,inf,inf,inf,inf
4569361,1,6764,1,1,2,inf,0,inf,inf,inf,inf
4734128,0,5229,4,0,3,inf,0,inf,,inf,inf
2746638,0,3721,0,1,1,inf,0,inf,inf,inf,inf
4046504,0,3500,1,1,2,3500.0,3500,inf,1.0,inf,inf
6333949,0,5865,2,1,2,5865.0,0,inf,1.0,inf,inf
8654049,1,8012,3,1,3,8012.0,0,inf,1.0,inf,inf
5412568,1,4165,2,1,2,inf,0,inf,inf,inf,inf
7265624,1,5937,3,1,3,inf,0,inf,inf,inf,inf
7129024,1,5714,3,1,3,inf,0,inf,inf,inf,inf
2708115,0,3289,1,0,2,inf,0,inf,,inf,inf
5741132,0,5158,2,1,2,inf,0,inf,inf,inf,inf
4384998,0,6047,1,1,2,6047.0,0,inf,1.0,inf,inf
4648645,0,4323,2,1,3,inf,0,4323.0,1.0,inf,inf
3560136,2,3887,1,0,2,inf,0,inf,,inf,inf
5880992,1,7396,1,1,3,inf,0,7396.0,1.0,7396.0,3.0
8636025,1,6355,2,1,3,6355.0,0,inf,1.0,6355.0,3.0
4578827,0,6822,1,1,3,inf,0,inf,inf,inf,inf
2071362,0,3133,1,1,2,3133.0,0,inf,1.0,inf,inf
3017580,0,2377,2,1,2,inf,0,inf,inf,inf,inf
2916266,0,3681,0,1,2,inf,0,inf,inf,inf,inf
3229938,0,4000,1,0,2,inf,0,inf,,inf,inf
7079150,1,6063,3,2,2,inf,0,inf,inf,inf,inf
6553898,0,6223,1,1,3,inf,6223,6223.0,1.0,inf,inf
4370787,1,6957,1,1,3,inf,0,inf,inf,inf,inf
3013916,0,3646,0,0,2,inf,0,inf,,inf,inf
4007594,1,7037,1,1,2,inf,0,inf,inf,inf,inf
3023641,0,4963,1,1,2,inf,0,inf,inf,inf,inf
6113577,0,6917,2,1,3,inf,0,inf,inf,inf,inf
2922075,0,2731,0,0,2,inf,0,inf,,inf,inf
3936695,0,2956,2,1,2,inf,0,inf,inf,inf,inf
4934607,0,5407,2,1,2,5407.0,0,inf,1.0,inf,inf
5588332,0,4437,2,0,2,inf,0,inf,,inf,inf
5275505,0,5316,3,2,3,inf,0,inf,inf,inf,inf
5119061,0,5978,0,1,3,inf,0,inf,inf,inf,inf
4672543,0,3845,2,1,3,inf,0,inf,inf,inf,inf
6244010,1,5108,1,2,2,inf,0,inf,inf,inf,inf
3935406,2,7548,1,1,2,inf,0,inf,inf,inf,inf
9585582,1,5965,2,2,3,inf,0,inf,inf,inf,inf
2321930,0,1959,0,1,2,inf,0,inf,inf,inf,inf
4120109,0,3671,2,1,2,inf,0,3671.0,1.0,inf,inf
3218299,0,6576,2,1,3,inf,0,inf,inf,inf,inf
6871373,1,6460,1,1,2,6460.0,0,inf,1.0,inf,inf
5530694,0,5284,3,1,3,inf,0,inf,inf,inf,inf
3743181,0,3076,1,1,3,inf,0,3076.0,1.0,inf,inf
5158272,0,3449,1,1,2,inf,0,inf,inf,inf,inf
4984574,0,4598,2,1,2,inf,0,inf,inf,inf,inf
4587036,1,7819,1,0,2,inf,7819,inf,,inf,inf
3142516,0,3809,0,0,2,inf,0,inf,,inf,inf
5502273,0,4715,3,0,2,inf,0,inf,,inf,inf
6352253,1,6765,1,1,3,inf,0,inf,inf,inf,inf
5967435,0,6824,2,1,3,inf,0,inf,inf,inf,inf
4368557,0,2889,2,1,3,inf,0,inf,inf,inf,inf
4776297,0,8138,0,1,2,inf,0,inf,inf,inf,inf
3661331,0,5634,2,1,3,inf,0,inf,inf,inf,inf
5818587,1,7115,1,0,3,inf,0,inf,,inf,inf
4279373,1,5513,1,0,2,inf,0,5513.0,0.0,inf,inf
7173207,0,8871,3,1,3,8871.0,0,inf,1.0,8871.0,3.0
3790317,0,3944,1,1,2,inf,0,inf,inf,inf,inf
6372822,1,4432,2,1,2,inf,0,inf,inf,inf,inf
5950000,0,5863,1,1,3,inf,0,inf,inf,inf,inf
2950506,0,5213,1,0,3,5213.0,0,inf,0.0,inf,inf
4749594,1,5333,2,1,2,inf,0,inf,inf,inf,inf
3809052,0,2271,2,0,4,inf,0,inf,,inf,inf
5581779,0,6005,2,1,2,inf,0,inf,inf,inf,inf
3169677,0,3986,1,1,2,inf,0,inf,inf,inf,inf
3606121,0,3490,1,1,3,inf,0,3490.0,1.0,inf,inf
4257496,0,4071,1,1,2,inf,0,inf,inf,inf,inf
5572471,0,7668,1,2,3,inf,0,inf,inf,inf,inf
2739982,0,3484,1,0,3,inf,0,inf,,inf,inf
6203061,0,8543,2,1,2,inf,0,inf,inf,inf,inf
4521714,0,5138,1,1,2,5138.0,0,inf,1.0,inf,inf
3922542,0,5950,1,0,2,inf,0,inf,,inf,inf
6587083,1,7676,1,2,4,inf,0,inf,inf,inf,inf
5729759,0,4713,2,1,2,4713.0,0,inf,1.0,inf,inf
6142762,2,7055,1,1,2,inf,7055,inf,inf,inf,inf
3580439,0,6709,1,0,2,inf,0,6709.0,0.0,inf,inf
3907466,0,4351,2,1,3,inf,0,inf,inf,inf,inf
4854986,1,6859,2,0,3,6859.0,6859,inf,0.0,inf,inf
3735400,0,8148,1,1,2,inf,0,inf,inf,inf,inf
3381425,0,5027,1,1,3,5027.0,0,inf,1.0,inf,inf
3247717,0,4144,1,1,3,inf,0,inf,inf,inf,inf
4200000,0,4352,2,1,2,inf,0,inf,inf,inf,inf
4210841,0,3645,1,0,2,inf,0,inf,,inf,inf
3868645,1,2878,0,1,4,inf,0,inf,inf,inf,inf
6895199,0,8065,0,0,2,inf,0,inf,,inf,inf
2919878,0,4955,0,0,2,4955.0,0,inf,0.0,inf,inf
4224740,0,4083,1,0,3,inf,0,inf,,inf,inf
6449449,2,6501,1,1,3,inf,0,inf,inf,inf,inf
3655779,0,3336,2,1,2,inf,0,inf,inf,inf,inf
2871821,0,4351,1,0,3,4351.0,0,inf,0.0,inf,inf
6010028,0,4383,1,1,2,inf,0,inf,inf,inf,inf
5801727,0,5240,2,1,3,5240.0,0,inf,1.0,inf,inf
5564066,0,4476,2,0,3,inf,0,inf,,inf,inf
3634814,1,4750,0,0,2,inf,0,inf,,inf,inf
5327931,1,8024,1,0,2,inf,0,inf,,inf,inf
2842438,0,5123,2,0,3,inf,0,inf,,inf,inf
4838823,1,3566,0,1,3,inf,0,inf,inf,inf,inf
9551608,1,6744,1,1,4,inf,0,inf,inf,inf,inf
3670321,1,3772,0,1,2,inf,0,inf,inf,inf,inf
2975268,0,3850,1,1,3,3850.0,0,inf,1.0,inf,inf
3650130,0,4114,1,0,3,inf,0,inf,,inf,inf
4305201,0,4904,1,1,2,inf,0,inf,inf,inf,inf
4894621,1,4566,1,1,2,inf,0,inf,inf,inf,inf
5595670,1,5829,1,1,2,inf,5829,inf,inf,inf,inf
7226967,1,6190,3,1,2,inf,0,inf,inf,inf,inf
3928308,1,8145,1,0,2,inf,0,inf,,inf,inf
3499999,0,4589,1,1,3,inf,0,4589.0,1.0,inf,inf
6360008,1,5036,1,1,2,inf,0,inf,inf,inf,inf
4043499,0,3509,1,1,2,inf,0,inf,inf,inf,inf
4766844,0,7806,0,1,2,inf,0,inf,inf,inf,inf
4145768,0,3466,1,0,2,inf,0,inf,,inf,inf
7267163,1,7430,1,0,4,inf,7430,inf,,inf,inf
7590157,2,8853,2,2,4,inf,0,inf,inf,inf,inf
2601761,0,3102,1,0,1,inf,0,inf,,inf,inf
6198123,1,5874,2,1,2,inf,0,inf,inf,5874.0,2.0
2933727,0,4757,1,1,2,inf,0,inf,inf,inf,inf
2848674,0,2616,1,1,2,inf,0,inf,inf,inf,inf
2799999,1,2649,2,0,2,2649.0,0,inf,0.0,inf,inf
5261916,1,3930,2,1,3,inf,0,inf,inf,inf,inf
3744709,0,3168,2,0,3,inf,0,inf,,inf,inf
3823287,0,4959,2,1,2,4959.0,0,inf,1.0,inf,inf
3544937,0,5138,2,0,3,inf,0,inf,,inf,inf
6166607,0,6216,1,1,2,inf,0,inf,inf,inf,inf
2713767,0,3949,1,0,2,inf,0,inf,,inf,inf
3012541,0,2488,0,0,2,inf,0,inf,,inf,inf
4448400,0,3266,2,0,4,inf,0,3266.0,0.0,inf,inf
5178193,0,4624,2,1,3,inf,0,inf,inf,inf,inf
6410734,1,7643,2,2,4,inf,0,inf,inf,inf,inf
4465052,0,3512,0,0,1,inf,0,inf,,inf,inf
7812973,1,7469,2,2,3,inf,0,inf,inf,inf,inf
3684269,0,5637,1,1,2,inf,0,inf,inf,inf,inf
3145764,0,2854,1,1,3,inf,0,inf,inf,inf,inf
4324090,2,3474,2,1,3,inf,0,inf,inf,inf,inf
7092112,2,5237,1,1,2,inf,0,inf,inf,inf,inf
4307926,1,4366,1,1,2,inf,0,4366.0,1.0,inf,inf
5847248,0,4449,1,2,2,inf,0,4449.0,2.0,inf,inf
3833233,1,3248,1,1,2,inf,0,inf,inf,inf,inf
4140364,0,5430,1,1,1,inf,0,inf,inf,inf,inf
8848262,1,4627,2,1,2,inf,0,inf,inf,4627.0,2.0
5012755,1,7605,1,0,3,inf,0,inf,,inf,inf
3660800,1,3690,1,0,5,inf,0,inf,,inf,inf
4127186,0,4620,2,1,3,inf,0,inf,inf,inf,inf
3163209,0,1668,2,1,3,inf,0,inf,inf,inf,inf
5352479,0,3802,1,1,3,inf,0,3802.0,1.0,inf,inf
3041546,0,4858,2,1,1,inf,0,inf,inf,inf,inf
5642880,0,5751,3,1,2,5751.0,5751,inf,1.0,inf,inf
3639248,0,5251,1,1,3,inf,0,inf,inf,inf,inf
7128474,0,11283,1,2,4,11283.0,0,inf,2.0,inf,inf
3406398,0,4116,0,1,2,inf,0,inf,inf,inf,inf
4910559,0,4345,2,1,3,inf,0,inf,inf,inf,inf
3228683,0,6703,0,0,2,inf,0,inf,,inf,inf
6225278,0,6510,2,1,2,inf,0,inf,inf,inf,inf
7128318,1,5551,3,1,3,inf,0,inf,inf,inf,inf
6652874,0,10247,2,1,2,10247.0,0,inf,1.0,inf,inf
4747840,0,3840,2,1,2,inf,0,inf,inf,inf,inf
3607365,0,6920,2,1,2,inf,0,inf,inf,inf,inf
7491617,1,5914,3,1,3,inf,0,inf,inf,inf,inf
5679989,1,5142,2,2,4,inf,0,inf,inf,inf,inf
6252681,1,5301,3,1,2,inf,0,inf,inf,inf,inf
6560747,0,5877,3,1,2,inf,0,inf,inf,inf,inf
5858129,0,5175,2,1,2,inf,0,inf,inf,inf,inf
5142060,0,3236,1,1,2,inf,0,inf,inf,inf,inf
3502432,1,5896,0,1,1,inf,0,inf,inf,inf,inf
5234098,0,5618,1,1,2,inf,0,5618.0,1.0,inf,inf
5381929,0,6224,2,1,3,inf,6224,inf,inf,inf,inf
4470290,1,4551,1,1,3,inf,0,inf,inf,inf,inf
3821882,0,5038,0,0,2,inf,0,inf,,inf,inf
5309545,1,3705,2,2,3,inf,0,3705.0,2.0,inf,inf
5047119,0,4157,1,1,2,inf,0,inf,inf,inf,inf
6524347,0,6456,3,1,2,inf,0,inf,inf,inf,inf
3031770,1,3109,1,0,2,inf,0,inf,,inf,inf
9551644,0,5943,3,1,2,inf,0,inf,inf,inf,inf
4504867,0,6515,2,1,2,inf,0,inf,inf,inf,inf
2949675,0,4915,0,1,2,4915.0,0,inf,1.0,inf,inf
4717310,0,3945,0,1,3,inf,0,inf,inf,inf,inf
4310791,1,3635,1,1,1,inf,0,3635.0,1.0,inf,inf
5474042,0,6165,2,1,3,inf,0,inf,inf,inf,inf
3573252,0,4006,1,0,3,inf,0,inf,,inf,inf
4635752,0,6910,0,0,2,inf,0,inf,,inf,inf
3042367,0,3349,1,0,1,inf,0,inf,,inf,inf
8642489,1,7482,1,1,4,inf,0,inf,inf,inf,inf
4627688,1,4379,2,1,3,4379.0,0,inf,1.0,inf,inf
4442470,0,6072,0,1,2,inf,0,inf,inf,inf,inf
5190024,0,4403,1,1,2,inf,0,4403.0,1.0,inf,inf
6096956,0,4000,1,1,3,inf,0,inf,inf,inf,inf
3946900,2,4846,1,1,3,inf,0,inf,inf,inf,inf
5431648,2,7741,1,1,2,inf,0,inf,inf,inf,inf
3007040,0,4036,2,2,3,inf,0,inf,inf,4036.0,3.0
4836536,0,3203,1,2,2,inf,0,inf,inf,inf,inf
3641729,0,10385,0,1,3,inf,0,inf,inf,inf,inf
4560714,0,4047,1,1,3,inf,0,4047.0,1.0,inf,inf
4164692,0,4065,2,0,2,inf,0,4065.0,0.0,inf,inf
7630837,0,6464,2,0,3,inf,0,inf,,inf,inf
6762597,1,11786,1,2,3,inf,0,inf,inf,inf,inf
4585575,0,3873,1,0,2,inf,0,inf,,inf,inf
3455554,0,3816,0,0,2,inf,0,inf,,inf,inf
3573668,0,5479,1,0,2,inf,0,inf,,inf,inf
3803907,0,2928,2,1,2,inf,0,inf,inf,inf,inf
4764713,1,6534,1,1,2,6534.0,0,inf,1.0,inf,inf
6409962,0,5326,2,1,3,inf,0,inf,inf,inf,inf
4112709,1,4302,0,0,2,inf,0,inf,,inf,inf
4759825,0,5913,1,1,2,inf,0,inf,inf,inf,inf
6011218,1,10474,1,1,3,inf,0,10474.0,1.0,inf,inf
4477302,0,5307,2,1,2,inf,0,inf,inf,inf,inf
5180676,1,7987,2,1,3,7987.0,0,inf,1.0,inf,inf
4095502,0,4480,1,0,3,inf,0,inf,,inf,inf
6897531,0,7845,3,2,3,inf,0,inf,inf,inf,inf
3222771,0,3934,1,0,2,inf,0,inf,,inf,inf
3116766,0,5361,1,0,2,5361.0,0,inf,0.0,inf,inf
5157497,0,5272,3,0,3,inf,0,inf,,inf,inf
10037370,1,6730,3,1,3,inf,6730,inf,inf,inf,inf
3529989,1,3745,1,0,3,3745.0,0,inf,0.0,inf,inf
5046986,0,3291,2,1,3,inf,0,inf,inf,inf,inf
4883131,1,6459,2,1,3,inf,0,inf,inf,inf,inf
3127049,0,3391,0,1,1,3391.0,3391,inf,1.0,inf,inf
5198276,1,8419,1,0,3,inf,0,inf,,inf,inf
4537528,1,6255,2,0,2,inf,0,inf,,inf,inf
3621517,0,5537,0,0,2,inf,0,inf,,inf,inf
2882172,0,3425,0,0,1,3425.0,0,inf,0.0,inf,inf
4422786,0,5563,1,1,3,inf,0,inf,inf,inf,inf
5452683,0,4727,3,1,2,inf,0,inf,inf,inf,inf
6037235,0,7482,3,1,3,inf,0,inf,inf,inf,inf
5035234,1,7749,1,1,2,inf,0,inf,inf,inf,inf
5595756,0,6359,2,1,3,inf,0,6359.0,1.0,inf,inf
5285922,0,3807,2,1,3,inf,0,inf,inf,3807.0,3.0
7574657,1,5713,3,1,3,inf,5713,5713.0,1.0,inf,inf
5069677,0,5671,1,1,1,inf,0,inf,inf,inf,inf
4890745,1,4502,1,0,2,inf,0,inf,,inf,inf
4363695,0,4941,3,1,2,inf,0,inf,inf,inf,inf
2129354,0,3788,0,1,2,3788.0,0,inf,1.0,inf,inf
10791978,2,6888,2,1,4,inf,0,inf,inf,inf,inf
4156456,2,6077,1,1,2,inf,0,inf,inf,inf,inf
6774146,0,6010,3,1,2,6010.0,0,inf,1.0,inf,inf
3522223,0,4661,1,1,2,inf,0,inf,inf,inf,inf
4804465,2,6006,1,1,3,inf,0,6006.0,1.0,inf,inf
3441435,1,6006,2,0,2,6006.0,0,inf,0.0,inf,inf
5387596,1,9360,1,1,3,inf,0,inf,inf,inf,inf
3804290,0,3858,1,0,1,inf,0,inf,,inf,inf
3557400,0,3577,1,1,2,inf,0,inf,inf,inf,inf
2774455,0,4185,1,1,2,inf,0,inf,inf,inf,inf
4249982,0,3757,2,1,3,inf,0,inf,inf,inf,inf
3227164,0,4348,1,1,3,inf,0,inf,inf,inf,inf
9515725,1,5896,2,2,3,inf,0,inf,inf,inf,inf
6002456,1,3800,2,0,2,inf,0,inf,,inf,inf
4057261,0,5909,1,1,3,inf,0,inf,inf,inf,inf
4791942,1,12090,1,1,3,12090.0,0,inf,1.0,inf,inf
2919109,0,3067,2,0,2,inf,0,inf,,inf,inf
8969183,0,14100,1,2,4,inf,0,inf,inf,inf,inf
3864998,1,3208,1,1,2,inf,0,inf,inf,inf,inf
6087308,1,6419,3,1,3,inf,0,inf,inf,inf,inf
3810584,0,4756,1,1,3,inf,0,inf,inf,inf,inf
3398574,0,4993,2,1,3,inf,0,4993.0,1.0,inf,inf
5246848,0,5065,1,0,3,inf,0,inf,,inf,inf
3341776,0,6091,1,0,2,inf,0,inf,,inf,inf
5488639,0,4540,1,0,3,inf,0,inf,,inf,inf
2397158,0,2421,0,1,2,inf,0,inf,inf,inf,inf
3858445,0,4087,1,0,4,inf,0,inf,,inf,inf
5941669,1,7891,2,0,2,inf,0,inf,,inf,inf
3100234,0,7935,0,0,2,inf,0,inf,,inf,inf
4655174,0,8563,0,1,2,inf,0,inf,inf,inf,inf
3876951,0,4225,2,1,3,inf,0,inf,inf,inf,inf
3674311,0,4149,0,1,2,inf,0,inf,inf,inf,inf
2749764,0,3889,1,0,3,inf,0,inf,,inf,inf
3759799,0,2342,3,1,3,inf,2342,inf,inf,inf,inf
6963337,1,5577,3,1,2,inf,0,inf,inf,inf,inf
3203274,0,2529,1,0,2,inf,0,inf,,inf,inf
10848478,1,7200,1,0,3,inf,0,inf,,inf,inf
7432227,1,6819,0,1,3,inf,0,inf,inf,inf,inf
4529310,1,3298,1,1,3,inf,0,inf,inf,inf,inf
5742754,0,8308,1,0,3,inf,8308,inf,,inf,inf
4481037,0,2251,2,1,4,inf,0,inf,inf,inf,inf
4814669,0,5451,1,0,2,inf,0,inf,,inf,inf
6247348,0,5584,2,1,3,inf,0,5584.0,1.0,inf,inf
4827745,1,7306,0,1,2,inf,0,inf,inf,inf,inf
4285841,1,4521,1,1,2,inf,0,inf,inf,inf,inf
5155981,0,4202,1,1,2,inf,0,inf,inf,inf,inf
3662982,1,6853,1,0,2,inf,0,inf,,inf,inf
3073603,0,7695,1,1,2,inf,0,inf,inf,inf,inf
6969390,1,5553,1,2,2,inf,0,inf,inf,5553.0,2.0
4427158,0,4849,1,1,2,inf,4849,inf,inf,inf,inf
2562063,0,2943,1,1,2,2943.0,0,inf,1.0,inf,inf
5945763,1,6479,0,0,2,inf,0,inf,,inf,inf
3635970,0,4934,2,0,3,inf,0,inf,,inf,inf
6039082,0,5373,2,0,2,inf,0,inf,,inf,inf
3902153,0,5082,1,0,2,inf,0,inf,,inf,inf
3655817,0,2567,1,0,3,inf,0,inf,,inf,inf
4374311,0,5948,2,0,3,inf,0,inf,,inf,inf
4888245,1,3506,0,0,2,inf,0,inf,,inf,inf
5546088,0,6648,0,1,2,inf,0,inf,inf,inf,inf
5628474,0,4778,2,1,3,4778.0,0,inf,1.0,inf,inf
6472965,2,3819,2,1,3,inf,0,inf,inf,inf,inf
5692614,0,5691,2,1,2,inf,0,inf,inf,inf,inf
3876441,0,2563,1,1,3,inf,0,inf,inf,inf,inf
13299999,2,7419,3,2,4,7419.0,7419,inf,2.0,inf,inf
5016416,0,6151,2,1,2,inf,0,inf,inf,inf,inf
3420699,0,3118,1,1,2,inf,0,inf,inf,inf,inf
3735896,2,5095,0,1,2,inf,0,inf,inf,inf,inf
2690171,0,4757,1,0,2,4757.0,0,inf,0.0,inf,inf
4359950,0,3750,1,1,2,inf,0,inf,inf,inf,inf
3427781,0,3618,1,1,2,inf,0,inf,inf,inf,inf
3327619,0,5867,2,1,3,inf,0,inf,inf,inf,inf
6750438,0,5872,4,1,3,5872.0,5872,inf,1.0,inf,inf
5640832,0,4619,3,2,3,inf,0,inf,inf,inf,inf
4522901,0,4565,1,1,3,inf,0,inf,inf,inf,inf
3651218,0,4240,1,1,3,inf,0,inf,inf,inf,inf
4626799,1,3981,2,1,3,inf,0,inf,inf,inf,inf
4426052,0,4670,2,0,3,inf,0,inf,,inf,inf
4008241,0,4524,1,0,3,inf,0,4524.0,0.0,inf,inf
6064491,2,6248,2,1,3,inf,6248,6248.0,1.0,inf,inf
4746591,0,5591,1,1,3,inf,0,inf,inf,inf,inf
4060516,0,3698,1,1,2,inf,0,inf,inf,inf,inf
4620751,0,3395,1,0,2,inf,0,inf,,inf,inf
4568364,0,2638,2,1,2,inf,0,inf,inf,inf,inf
4908067,0,6082,1,1,2,inf,0,inf,inf,inf,inf
5179255,1,5228,1,0,2,inf,0,inf,,inf,inf
3090678,0,7953,1,1,2,inf,0,inf,inf,inf,inf
4675934,0,4820,2,0,4,inf,0,inf,,inf,inf
4809664,0,4692,3,1,3,inf,0,inf,inf,inf,inf
3993279,0,5189,1,1,2,5189.0,0,inf,1.0,inf,inf
3372307,0,6046,1,0,2,inf,0,6046.0,0.0,inf,inf
5951340,0,6299,1,0,2,inf,0,6299.0,0.0,inf,inf
4086912,1,3430,1,1,2,inf,0,inf,inf,inf,inf
3343429,1,3569,2,1,4,inf,0,inf,inf,inf,inf
3117132,0,4151,1,1,2,inf,0,inf,inf,inf,inf
6409007,0,6265,2,1,3,inf,0,inf,inf,inf,inf
4384358,0,3911,1,1,2,inf,0,inf,inf,inf,inf
4261440,0,4351,1,1,2,inf,0,inf,inf,inf,inf
5149597,1,4535,1,1,2,inf,0,inf,inf,inf,inf
3914575,0,3365,1,1,1,inf,0,inf,inf,inf,inf
4846737,0,6351,1,1,3,inf,0,inf,inf,inf,inf
3967709,1,7777,2,1,2,inf,0,inf,inf,inf,inf
4514761,0,2571,2,0,3,inf,0,inf,,inf,inf
4478347,1,4224,1,0,2,inf,0,inf,,inf,inf
3702853,0,4603,2,0,3,inf,0,4603.0,0.0,inf,inf
4227028,0,6414,0,1,2,inf,0,inf,inf,inf,inf
4440340,0,3934,1,1,2,inf,0,inf,inf,inf,inf
3834438,0,3839,2,0,3,inf,0,inf,,inf,inf
2685974,0,3490,0,0,2,inf,0,inf,,inf,inf
6480259,1,7390,0,0,3,inf,7390,inf,,inf,inf
7240512,0,5999,3,1,4,inf,0,inf,inf,inf,inf
3150000,0,6602,1,1,2,inf,0,inf,inf,inf,inf
3707764,0,2774,1,0,2,inf,0,inf,,inf,inf
5611109,0,5474,1,1,3,inf,5474,inf,inf,inf,inf
4236423,0,5098,2,1,3,inf,0,inf,inf,inf,inf
4898972,1,6288,1,1,2,inf,0,inf,inf,inf,inf
5863860,0,4171,1,1,3,inf,0,inf,inf,inf,inf
4842566,0,4411,2,1,3,inf,0,inf,inf,inf,inf
3289533,0,3147,1,0,1,inf,0,inf,,inf,inf
4440614,1,6026,1,0,2,inf,0,inf,,inf,inf
3692541,0,3580,0,1,2,inf,0,inf,inf,inf,inf
3414316,0,4136,1,0,2,inf,0,inf,,inf,inf
5196845,1,7237,0,1,2,inf,0,7237.0,1.0,inf,inf
4919467,0,6985,1,1,3,inf,0,inf,inf,inf,inf
3341826,0,3843,2,2,3,inf,0,inf,inf,3843.0,3.0
5162223,0,4582,1,1,2,inf,0,inf,inf,4582.0,2.0
7191852,0,7421,3,2,3,inf,0,inf,inf,inf,inf
5877380,0,4425,1,1,5,inf,0,inf,inf,inf,inf
10903327,2,7003,1,1,3,inf,0,inf,inf,inf,inf
4046703,0,7878,1,1,2,inf,0,inf,inf,inf,inf
2340937,0,2610,2,0,2,inf,0,inf,,inf,inf
4080297,0,2840,2,1,3,inf,0,inf,inf,inf,inf
4290646,1,4847,1,1,2,4847.0,0,inf,1.0,inf,inf
4569330,0,3727,1,1,2,inf,0,inf,inf,inf,inf
3712825,0,4899,1,1,3,inf,0,inf,inf,inf,inf
2994275,0,2763,1,1,2,inf,0,inf,inf,inf,inf
6951988,0,5999,1,1,2,inf,5999,inf,inf,inf,inf
6133739,0,4434,2,1,3,inf,0,inf,inf,inf,inf
6925204,0,6133,4,1,3,inf,6133,inf,inf,inf,inf
5600433,0,4319,1,1,2,inf,0,inf,inf,inf,inf
4491121,1,5117,2,1,2,inf,0,inf,inf,inf,inf
6538592,1,6900,1,1,3,inf,0,inf,inf,inf,inf
3975491,0,5087,1,1,3,inf,0,inf,inf,inf,inf
6691812,0,4553,2,2,3,inf,0,inf,inf,inf,inf
6612493,0,6522,1,0,2,inf,0,inf,,inf,inf
3677593,0,4304,2,1,2,inf,0,inf,inf,inf,inf
4122198,0,6330,0,1,2,inf,0,6330.0,1.0,inf,inf
7124850,2,6426,3,1,3,inf,0,inf,inf,inf,inf
5447646,0,6166,3,1,2,inf,0,inf,inf,inf,inf
6919126,0,6093,3,1,3,inf,6093,inf,inf,inf,inf
3761436,0,2632,2,1,2,inf,0,inf,inf,inf,inf
5496720,0,5766,1,1,2,inf,0,inf,inf,inf,inf
2844792,0,5072,1,1,2,inf,0,inf,inf,inf,inf
4794236,0,4115,1,0,2,inf,0,inf,,inf,inf
6663746,0,5978,1,1,2,5978.0,0,inf,1.0,inf,inf
5388744,0,6102,2,1,2,6102.0,0,inf,1.0,inf,inf
2987079,0,7494,1,0,2,inf,0,inf,,inf,inf
3734777,0,12749,0,1,3,inf,0,inf,inf,inf,inf
6740089,0,6574,2,1,3,inf,0,inf,inf,inf,inf
4567155,0,3577,2,1,3,inf,0,inf,inf,inf,inf
3709048,0,4037,1,0,1,inf,0,inf,,inf,inf
3655062,0,3100,2,0,2,inf,0,inf,,inf,inf
3552506,0,5205,1,1,2,inf,0,inf,inf,inf,inf
4294433,0,5626,1,0,2,inf,0,5626.0,0.0,inf,inf
9648621,1,7634,3,2,3,inf,7634,inf,inf,inf,inf
9297429,2,7687,2,2,3,inf,0,7687.0,2.0,inf,inf
3440777,0,3825,1,0,1,inf,0,inf,,inf,inf
3433259,0,4135,1,1,2,inf,0,inf,inf,inf,inf
3432464,0,2148,2,1,2,inf,0,inf,inf,inf,inf
2864125,0,4148,2,1,2,inf,0,inf,inf,inf,inf
7614837,0,5447,2,1,2,inf,0,inf,inf,inf,inf
4013439,0,9364,1,0,2,inf,0,inf,,inf,inf
3008912,1,3238,1,0,2,inf,0,inf,,inf,inf
5840143,0,5941,1,0,2,inf,0,inf,,inf,inf
7921117,1,5991,3,1,3,inf,0,inf,inf,inf,inf
3759005,1,3912,0,0,2,inf,0,inf,,inf,inf
5663376,0,6004,1,0,2,inf,0,inf,,inf,inf
5677925,0,6873,2,1,2,inf,0,inf,inf,inf,inf
3354336,0,7114,1,0,2,inf,0,inf,,inf,inf
3928340,0,9074,1,0,3,inf,0,inf,,inf,inf
4323003,0,5511,1,1,3,5511.0,0,inf,1.0,inf,inf
5791496,1,4852,1,1,3,inf,4852,inf,inf,inf,inf
3396993,0,3275,1,1,2,inf,0,inf,inf,inf,inf
3450790,0,5499,1,0,2,inf,0,inf,,inf,inf
4501559,0,4330,1,1,3,inf,0,inf,inf,inf,inf
4186878,0,6076,1,0,2,inf,0,inf,,inf,inf
3654378,0,8208,1,0,2,inf,0,inf,,inf,inf
4681110,0,8162,2,1,3,inf,0,inf,inf,inf,inf
